Career,Citizenship,Nationality,Year_of_Study,Gender,Department,Housing_Type,Events_Volunteered,Events_Participated,Activities_Interested,Activities_Passionate,Stress_Level,Student_Life_Satisfaction,Effort_For_Interaction,Response_ID,Societies_Participation,Clubs_Participation,Academic_Stress,Financial_Stress,Family_Stress,Friend_Stress
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,0,1,3,2,2,1,2258,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,0,1,3,4,1,2,2259,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,4,6,4,2,3,2260,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Business School,Residential Colleges,0,1,1,2,1,2,3,2261,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Halls,1,1,3,2,3,2,2,2262,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,1,2,3,3,2,1,2263,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,1,2,2,2,2,2,2264,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,0,0,2,3,2,2,2,2265,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,1,3,2,3,1,1,2266,No,Yes,No,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,4,1,1,2,3,2,2,2267,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,3,1,3,2,1,2,2,2268,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,1,2,2,7,2,2,2269,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Design & Environment,Out of Campus,0,0,1,2,2,2,2,2270,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,1,3,1,6,3,2,2,2271,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,3,1,3,4,5,2,3,2272,No,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Out of Campus,1,1,2,1,1,3,2,2273,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,2,2,7,3,2,2,2274,Yes,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,1,3,2,3,6,2,2,2275,Yes,Yes,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,0,0,2,1,1,2,3,2276,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Halls,0,3,2,2,4,2,2,2277,Yes,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,2,0,2,4,2,2,2,2278,No,No,Yes,No,No,No
UGRD,Foreigner,China,2,F,School of Computing,Halls,1,2,5,2,2,3,2,2279,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,5,1,1,4,3,2,2,2280,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,0,1,2,2,6,1,2,2281,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Law,Residential Colleges,1,2,2,3,2,3,3,2282,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,3,3,2,2,2,2283,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residences,0,2,4,10,8,3,2,2284,No,Yes,Yes,Yes,Yes,Yes
UGRD,Foreigner,Malaysia,1,M,School of Engineering,Halls,0,1,3,3,3,2,2,2285,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,2,1,3,2,3,2,2,2286,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,3,1,2,1,5,2,2,2287,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Medicine1,Halls,0,1,3,4,2,3,3,2288,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Computing,Out of Campus,1,3,1,2,2,2,3,2289,No,Yes,No,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Medicine1,Out of Campus,3,0,2,4,2,2,2,2290,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Out of Campus,0,2,1,2,4,2,2,2291,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Halls,3,2,4,6,3,1,3,2292,No,Yes,No,No,Yes,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,0,1,1,1,2,1,2,2293,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,3,6,10,3,2,3,2294,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Arts & Social Science,Out of Campus,3,3,5,5,4,2,2,2295,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,1,2,4,6,0,2,2296,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Halls,3,2,3,4,5,3,2,2297,Yes,No,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,0,0,3,2,3,1,2,2298,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,1,2,2,1,2,2,2299,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,1,2,1,2,3,2,2300,No,Yes,Yes,No,No,No
GRAD,Country Citizen,Singapore,3,F,School of Medicine2,Out of Campus,2,0,1,3,3,1,2,2301,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Residential Colleges,0,2,5,2,6,2,3,2302,No,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Halls,3,3,5,9,4,3,2,2303,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Halls,3,2,4,4,2,2,2,2304,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,1,2,6,1,2,2,2305,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,3,1,4,2,4,2,2,2306,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Business School,Halls,4,3,3,2,3,1,2,2307,Yes,Yes,No,Yes,Yes,No
UGRD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,2,1,2,2,2,2,2,2308,Yes,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Science,Residences,3,2,2,3,3,1,3,2309,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Dentistry,Out of Campus,0,0,1,1,1,1,2,2310,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Business School,Out of Campus,2,1,1,1,1,2,2,2311,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,1,2,3,6,2,2,2312,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,2,4,3,1,2,2,2313,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Residential Colleges,1,1,4,2,1,2,1,2314,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,1,2,1,1,2,2,2315,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,0,1,2,4,1,1,2316,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,0,0,1,1,3,2,2,2317,No,No,Yes,Yes,Yes,No
UGRD,Permanent Resident,Malaysia,4,F,School of Business School,Out of Campus,1,3,2,4,3,0,1,2318,Yes,Yes,Yes,No,No,Yes
UGRD,Permanent Resident,Malaysia,1,F,School of Arts & Social Science,Out of Campus,2,1,3,5,1,2,1,2319,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,1,4,6,5,1,2,2320,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,1,8,4,2,2,2321,No,No,Yes,No,Yes,No
UGRD,Permanent Resident,Malaysia,1,F,School of Engineering,Out of Campus,0,1,2,5,1,2,2,2322,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,3,1,3,4,2,2,2,2323,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,1,2,7,4,2,1,2324,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,1,2,2,3,2,2,2325,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,0,1,2,5,4,1,3,2326,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,0,1,2,1,3,2,2,2327,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,0,5,7,2,3,2,2328,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Engineering,Out of Campus,3,1,3,7,5,2,2,2329,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,1,2,2,1,3,2,1,2330,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,3,3,3,3,3,3,2,2331,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,1,2,2,3,1,2,2332,No,No,No,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Computing,Halls,1,2,3,3,1,2,2,2333,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,0,1,2,2,1,2,2,2334,No,Yes,No,No,Yes,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,1,1,6,3,2,2,2335,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Halls,1,2,1,2,1,2,2,2336,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,1,3,4,3,2,3,2337,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Halls,3,2,2,1,2,2,2,2338,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,1,3,2,6,1,1,2339,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,2,1,3,4,2,2,1,2340,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Halls,2,1,1,1,2,3,2,2341,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,2,1,2,5,1,0,2342,Yes,Yes,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,2,3,2,4,3,2,2343,No,Yes,No,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,1,0,3,1,1,2,2,2344,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Design & Environment,Out of Campus,1,1,2,2,4,2,2,2345,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Business School,Residences,4,2,4,5,3,2,2,2346,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,0,0,3,7,1,1,2,2347,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,5,2,2,4,6,1,2,2348,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,2,3,3,5,3,2,2,2349,Yes,No,Yes,No,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Residential Colleges,0,2,2,1,2,1,2,2350,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,2,3,3,4,2,2,2,2351,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Halls,0,2,1,2,3,1,1,2352,Yes,No,Yes,No,No,Yes
GRAD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,0,0,4,4,3,2,2,2353,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,3,F,School of Science,Halls,2,1,3,2,3,2,2,2354,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Computing,Out of Campus,0,1,4,1,6,0,1,2355,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,0,1,1,1,2,2,3,2356,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Engineering,Residential Colleges,1,1,3,7,5,2,0,2357,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,0,1,3,2,3,2,1,2358,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,1,2,4,3,6,1,2,2359,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Out of Campus,4,3,6,10,4,0,0,2360,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,0,3,4,5,1,2,2361,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Halls,0,1,5,10,5,2,2,2362,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,2,2,6,2,1,2,1,2363,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Out of Campus,0,1,6,2,5,1,2,2364,No,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,2,2,2,6,2,1,2365,Yes,No,Yes,No,Yes,Yes
GRAD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Residences,0,1,3,3,1,1,3,2366,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,2,3,4,3,2,1,2367,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,0,1,3,1,1,2,2,2368,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,1,4,5,4,2,1,2369,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,2,3,3,2,3,2,3,2370,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,0,1,2,2,2,1,2,2371,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Residential Colleges,0,2,5,3,3,2,2,2372,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,1,1,2,3,5,2,1,2373,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,3,3,3,5,4,1,2,2374,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,2,2,2,3,2,2,1,2375,No,No,Yes,Yes,No,No
UGRD,Permanent Resident,Malaysia,3,F,School of Foreign College,Out of Campus,2,1,3,5,6,2,1,2376,No,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Business School,Residential Colleges,2,0,3,2,4,1,2,2377,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Computing,Residential Colleges,0,2,3,2,4,2,2,2378,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,M,School of Business School,Out of Campus,4,3,3,5,4,2,3,2379,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,0,1,3,7,4,2,2,2380,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Computing,Out of Campus,0,1,3,3,2,1,2,2381,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Dentistry,Halls,2,1,1,2,2,3,2,2382,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,0,0,1,1,3,2,0,2383,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Residential Colleges,2,2,2,5,1,2,3,2384,Yes,No,No,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,0,2,3,3,1,2,2,2385,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Engineering,Out of Campus,0,2,6,1,2,2,3,2386,Yes,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,1,0,4,2,3,2,1,2387,No,No,No,Yes,Yes,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Residences,4,1,2,2,1,2,3,2388,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,1,2,2,2,2,2,2,2389,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Residential Colleges,0,3,4,2,5,2,2,2390,Yes,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,3,4,2,2,2,2,2391,No,Yes,Yes,Yes,No,No
UGRD,Foreigner,Malaysia,1,M,School of Science,Halls,1,1,1,1,1,3,3,2392,No,No,No,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,1,2,2,2,2,1,2393,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Science,Out of Campus,2,1,4,5,4,2,2,2394,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Science,Residential Colleges,1,2,4,2,7,2,2,2395,Yes,No,Yes,Yes,Yes,Yes
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residential Colleges,0,1,2,1,2,2,2,2396,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,M,School of Arts & Social Science,Out of Campus,1,2,3,3,4,2,2,2397,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Halls,2,1,6,7,4,3,1,2398,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,M,School of Design & Environment,Out of Campus,1,2,1,2,3,3,2,2399,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Business School,Out of Campus,1,1,2,2,1,2,2,2400,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,2,1,2,1,4,2,2,2401,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Business School,Residences,0,2,4,6,4,2,2,2402,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,2,2,3,2,2,1,2,2403,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,2,1,2,5,3,1,0,2404,Yes,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,2,1,1,2,2,2,2,2405,No,No,No,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,2,2,1,5,4,2,2,2406,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,M,School of Computing,Residential Colleges,0,1,2,2,2,3,2,2407,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,0,0,1,3,4,1,2,2408,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Halls,0,1,1,2,2,2,2,2409,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Business School,Residential Colleges,0,1,3,5,3,2,2,2410,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,2,3,3,3,2,2,2411,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Residential Colleges,4,2,3,3,3,2,2,2412,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Residential Colleges,2,2,2,1,8,2,2,2413,Yes,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,M,School of Business School,Out of Campus,0,0,1,2,5,1,0,2414,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,1,2,4,4,3,1,1,2415,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,0,3,3,2,1,2,2416,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Out of Campus,1,2,2,4,8,2,1,2417,Yes,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,4,2,1,3,2,1,2418,Yes,Yes,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Design & Environment,Out of Campus,0,1,2,2,3,2,2,2419,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Computing,Out of Campus,1,2,2,1,2,2,1,2420,Yes,No,Yes,No,No,Yes
GRAD,Foreigner,China,1,F,School of Design & Environment,Residences,0,0,1,2,2,2,3,2421,No,No,Yes,No,No,No
GRAD,Foreigner,Malaysia,3,M,School of Science,Out of Campus,2,0,2,1,2,2,2,2422,No,No,Yes,No,No,No
UGRD,Foreigner,Indonesia,1,F,School of Medicine1,Out of Campus,2,1,3,7,6,2,2,2423,Yes,No,Yes,Yes,Yes,Yes
NGRD,Foreigner,United States,1,F,School of Exchange Students,Out of Campus,0,2,2,5,1,2,3,2424,No,Yes,No,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Engineering,Residences,4,2,3,8,3,3,3,2425,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Halls,0,0,1,2,4,3,1,2426,No,No,Yes,No,Yes,Yes
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Residential Colleges,3,2,5,2,7,2,1,2427,No,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,3,F,School of Engineering,Out of Campus,2,1,4,3,3,2,2,2428,No,Yes,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Business School,Out of Campus,4,3,5,7,2,3,3,2429,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Arts & Social Science,Halls,0,1,3,1,1,2,2,2430,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,3,F,School of Science,Out of Campus,0,1,1,2,2,2,2,2431,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,2,3,3,3,2,2,2432,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Science,Out of Campus,2,2,3,2,1,3,2,2433,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Computing,Out of Campus,0,1,2,4,3,2,2,2434,No,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Cont & Lifelong Edun,Out of Campus,0,1,2,1,1,2,2,2435,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Law,Out of Campus,2,2,2,2,1,1,2,2436,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Arts & Social Science,Out of Campus,3,1,1,5,1,1,2,2437,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Engineering,Out of Campus,0,0,1,5,2,2,1,2438,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,3,2,2,4,3,1,2,2439,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,1,F,School of Engineering,Halls,0,2,4,1,3,2,2,2440,No,No,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,3,3,3,3,2,2,2441,Yes,Yes,Yes,Yes,Yes,No
UGRD,Country Citizen,Singapore,2,M,School of Law,Out of Campus,2,3,2,2,2,2,2,2442,Yes,Yes,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Business School,Out of Campus,0,3,5,3,7,1,2,2443,Yes,Yes,Yes,Yes,No,Yes
UGRD,Country Citizen,Singapore,2,F,School of Medicine1,Out of Campus,7,2,3,7,3,2,2,2444,No,No,Yes,Yes,No,No
GRAD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,1,2,2,2,2,2445,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Business School,Halls,0,1,6,4,3,2,3,2446,No,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Arts & Social Science,Out of Campus,0,1,1,3,2,2,2,2447,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,M,School of Arts & Social Science,Out of Campus,1,0,1,4,1,2,2,2448,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,1,F,School of Science,Out of Campus,2,2,3,2,3,3,3,2449,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,3,F,School of Design & Environment,Out of Campus,1,2,2,4,4,1,1,2450,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,4,F,School of Business School,Out of Campus,0,1,2,2,2,2,2,2451,Yes,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,F,School of Science,Out of Campus,3,2,2,3,4,2,2,2452,Yes,No,Yes,Yes,No,No
UGRD,Country Citizen,Singapore,1,F,School of Arts & Social Science,Out of Campus,0,0,3,7,2,1,2,2453,No,No,Yes,No,No,No
GRAD,Country Citizen,Singapore,3,M,School of Science,Out of Campus,0,0,1,1,1,2,2,2454,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,2,M,School of Arts & Social Science,Halls,0,1,2,5,4,2,2,2455,No,No,Yes,No,No,Yes
UGRD,Country Citizen,Singapore,4,M,School of Science,Out of Campus,0,2,2,2,1,2,2,2456,No,No,Yes,No,No,No
UGRD,Country Citizen,Singapore,4,M,School of Engineering,Out of Campus,0,1,2,2,2,2,2,2457,No,Yes,Yes,No,No,No
